housing_median_age,households,median_house_value,yearly_median_income,median_rooms,median_bedrooms,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
38.0,487.0,233100.0,30812.0,4.628336755646817,1.0985626283367556,0,0,1,0
52.0,224.0,296400.0,52402.0,6.200892857142857,0.9464285714285714,0,0,1,0
52.0,308.0,273700.0,65217.0,6.39935064935065,1.0876623376623376,0,0,1,0
52.0,460.0,227700.0,32632.0,4.745652173913044,1.0108695652173914,0,0,1,0
52.0,441.0,199600.0,30298.0,5.183673469387755,1.0521541950113378,0,0,1,0
52.0,515.0,239800.0,45428.0,5.283495145631068,1.050485436893204,0,0,1,0
52.0,340.0,270100.0,40720.0,5.952941176470588,0.9970588235294118,0,0,1,0
52.0,521.0,302100.0,53509.0,5.65067178502879,1.0287907869481765,0,0,1,0
52.0,459.0,269500.0,31603.0,4.429193899782135,1.0588235294117647,0,0,1,0
52.0,213.0,314700.0,47708.00000000001,6.727699530516432,1.0751173708920188,0,0,1,0
52.0,380.0,390100.0,81564.0,7.7026315789473685,1.0578947368421052,0,0,1,0
52.0,258.0,410300.0,88793.0,8.972868217054264,1.1317829457364341,0,0,1,0
52.0,327.0,352400.0,68591.0,7.599388379204893,0.9571865443425076,0,0,1,0
52.0,256.0,287300.0,60302.0,5.8203125,0.9296875,0,0,1,0
52.0,352.0,348700.0,75080.0,7.994318181818182,1.0369318181818181,0,0,1,0
52.0,483.0,243800.0,27477.0,4.333333333333333,1.1387163561076605,0,0,1,0
52.0,175.0,211500.0,21944.0,5.074285714285714,0.96,0,0,1,0
52.0,488.0,218400.0,30149.0,4.276639344262295,1.0450819672131149,0,0,1,0
52.0,518.0,269900.0,36750.0,4.851351351351352,0.9691119691119691,0,0,1,0
46.0,747.0,218800.0,32250.0,4.326639892904953,1.1178045515394912,0,0,1,0
42.0,1015.0,225000.0,29345.0,4.059113300492611,1.0492610837438423,0,0,1,0
43.0,722.0,250000.0,21429.0,3.2742382271468142,1.0969529085872576,0,0,1,0
41.0,413.0,171400.0,16121.0,3.5617433414043584,1.1355932203389831,0,0,1,0
29.0,773.0,193800.0,13929.0,3.1927554980595083,1.1177231565329884,0,0,1,0
27.0,429.0,125000.0,23173.0,3.804195804195804,1.1468531468531469,0,0,1,0
45.0,460.0,97500.0,17772.0,3.882608695652174,1.1434782608695653,0,0,1,0
50.0,196.0,125000.0,26458.0,3.2091836734693877,0.9591836734693877,0,0,1,0
52.0,363.0,138800.0,21810.0,3.6887052341597797,1.0771349862258952,0,0,1,0
36.0,543.0,116700.0,22303.0,3.0902394106813995,1.1160220994475138,0,0,1,0
43.0,644.0,151800.0,16504.0,3.639751552795031,1.0046583850931676,0,0,1,0
52.0,228.0,127000.0,22697.0,4.368421052631579,1.0,0,0,1,0
52.0,347.0,128600.0,21563.0,4.585014409221902,1.07492795389049,0,0,1,0
52.0,335.0,140600.0,21347.999999999996,4.7343283582089555,1.1880597014925374,0,0,1,0
47.0,554.0,182700.0,26292.0,3.693140794223827,1.0613718411552346,0,0,1,0
52.0,257.0,146900.0,23833.000000000004,4.638132295719845,1.1245136186770428,0,0,1,0
52.0,401.0,122800.0,29570.0,4.496259351620948,1.0473815461346634,0,0,1,0
49.0,677.0,169300.0,25238.0,4.192023633677991,1.106351550960118,0,0,1,0
52.0,186.0,126600.0,19375.0,4.209677419354839,0.989247311827957,0,0,1,0
51.0,392.0,127900.0,19028.0,4.0561224489795915,1.0561224489795917,0,0,1,0
50.0,415.0,123500.0,22500.0,4.20722891566265,1.1566265060240963,0,0,1,0
52.0,280.0,111900.0,23929.0,4.4714285714285715,1.0678571428571428,0,0,1,0
43.0,1231.0,112800.0,21917.0,4.844029244516653,1.091795288383428,0,0,1,0
52.0,412.0,107900.0,29357.000000000004,4.327669902912621,0.9587378640776699,0,0,1,0
30.0,263.0,137500.0,18854.0,3.7984790874524714,1.0038022813688212,0,0,1,0
39.0,389.0,105500.0,21638.0,3.776349614395887,1.1079691516709511,0,0,1,0
47.0,303.0,95500.0,21250.0,4.528052805280528,1.3036303630363035,0,0,1,0
52.0,168.0,116100.0,33750.0,4.011904761904762,1.0714285714285714,0,0,1,0
43.0,357.0,112200.0,22542.0,4.554621848739496,1.0532212885154062,0,0,1,0
51.0,55.0,75000.0,21000.0,3.1818181818181817,0.7818181818181819,0,0,1,0
39.0,123.0,112500.0,16000.0,3.747967479674797,1.048780487804878,0,0,1,0
52.0,227.0,125000.0,36250.0,3.973568281938326,1.0440528634361232,0,0,1,0
20.0,676.0,115000.0,16929.0,3.510355029585799,1.1523668639053255,0,0,1,0
52.0,138.0,95000.0,16471.0,2.8333333333333335,0.927536231884058,0,0,1,0
52.0,259.0,96400.0,25900.0,4.38996138996139,1.162162162162162,0,0,1,0
52.0,183.0,72000.0,25700.0,4.202185792349726,1.1256830601092895,0,0,1,0
52.0,126.0,71300.0,26429.0,3.746031746031746,1.1587301587301588,0,0,1,0
52.0,213.0,80800.0,30257.0,4.046948356807512,1.0093896713615023,0,0,1,0
50.0,477.0,128800.0,14886.0,4.0251572327044025,1.1111111111111112,0,0,1,0
43.0,438.0,112500.0,19338.0,3.2420091324200913,1.0776255707762556,0,0,1,0
52.0,255.0,119400.0,14844.0,3.8666666666666667,1.011764705882353,0,0,1,0
44.0,751.0,118100.0,16009.0,3.1158455392809588,1.0985352862849533,0,0,1,0
48.0,343.0,122500.0,20375.0,4.944606413994169,1.154518950437318,0,0,1,0
49.0,219.0,106300.0,22930.0,5.365296803652968,0.9908675799086758,0,0,1,0
37.0,523.0,132500.0,21494.0,4.479923518164436,1.0975143403441683,0,0,1,0
30.0,140.0,122700.0,16197.999999999998,4.357142857142857,1.0357142857142858,0,0,1,0
40.0,184.0,113300.0,13281.0,5.054347826086956,1.0815217391304348,0,0,1,0
44.0,272.0,109500.0,35156.0,5.466911764705882,1.1544117647058822,0,0,1,0
52.0,685.0,164700.0,39048.0,4.998540145985402,1.0072992700729928,0,0,1,0
52.0,195.0,125000.0,30893.0,3.9076923076923076,0.9743589743589743,0,0,1,0
46.0,527.0,124700.0,26042.0,4.489563567362429,1.0910815939278937,0,0,1,0
49.0,424.0,136700.0,25000.0,4.306603773584905,1.0613207547169812,0,0,1,0
38.0,659.0,141700.0,27969.0,4.626707132018209,1.078907435508346,0,0,1,0
29.0,340.0,150000.0,28321.0,4.823529411764706,1.1058823529411765,0,0,1,0
47.0,292.0,138800.0,29583.0,5.284246575342466,1.0513698630136987,0,0,1,0
34.0,516.0,139200.0,28365.0,4.5813953488372094,1.0794573643410852,0,0,1,0
35.0,386.0,143800.0,28750.0,4.520725388601036,1.0595854922279793,0,0,1,0
39.0,464.0,156500.0,30682.0,4.316810344827586,1.0775862068965518,0,0,1,0
39.0,446.0,151000.0,30757.0,4.524663677130045,1.0022421524663676,0,0,1,0
43.0,455.0,273000.0,49559.0,6.6923076923076925,1.0967032967032968,0,0,1,0
52.0,268.0,217100.0,47721.0,5.772388059701493,1.0932835820895523,0,0,1,0
52.0,706.0,187100.0,34861.0,4.984419263456091,1.0070821529745042,0,0,1,0
41.0,340.0,239600.0,51184.0,6.088235294117647,1.0411764705882354,0,0,1,0
48.0,252.0,229700.0,40977.0,5.242063492063492,1.0436507936507937,0,0,1,0
48.0,238.0,257300.0,47440.0,7.117647058823529,1.088235294117647,0,0,1,0
46.0,332.0,246900.0,42727.00000000001,5.837349397590361,1.0271084337349397,0,0,1,0
50.0,184.0,179900.0,29844.0,5.260869565217392,1.059782608695652,0,0,1,0
40.0,235.0,169600.0,41739.0,4.51063829787234,1.0893617021276596,0,0,1,0
46.0,399.0,203300.0,38487.0,5.1152882205513786,1.0150375939849625,0,0,1,0
52.0,277.0,263400.0,40114.0,6.5451263537906135,0.9783393501805054,0,0,1,0
45.0,454.0,231800.0,46563.0,5.986784140969163,0.9933920704845814,0,0,1,0
28.0,669.0,140500.0,29297.0,4.699551569506727,1.1375186846038865,0,0,1,0
35.0,390.0,126000.0,23036.0,4.62051282051282,1.176923076923077,0,0,1,0
49.0,210.0,122000.0,26667.0,4.2,0.9285714285714286,0,0,1,0
44.0,491.0,134700.0,26190.000000000004,3.30142566191446,0.9205702647657841,0,0,1,0
45.0,474.0,139400.0,24167.0,4.462025316455696,1.1244725738396624,0,0,1,0
45.0,480.0,115400.0,27788.0,4.210416666666666,1.1,0,0,1,0
46.0,569.0,137300.0,27352.0,3.9349736379613356,0.8927943760984183,0,0,1,0
52.0,269.0,137000.0,18472.0,5.4907063197026025,1.1152416356877324,0,0,1,0
52.0,245.0,142600.0,26583.0,4.310204081632653,0.9142857142857143,0,0,1,0
49.0,245.0,137500.0,30536.0,3.6653061224489796,0.9959183673469387,0,0,1,0
44.0,610.0,111700.0,23906.0,4.865573770491803,1.1639344262295082,0,0,1,0
43.0,407.0,126800.0,17188.0,4.181818181818182,1.1302211302211302,0,0,1,0
47.0,241.0,111300.0,26250.0,3.6556016597510372,1.0290456431535269,0,0,1,0
40.0,135.0,114800.0,28015.0,3.6592592592592594,0.8444444444444444,0,0,1,0
50.0,440.0,102300.0,17276.0,4.036363636363636,1.075,0,0,1,0
44.0,495.0,131900.0,20801.0,3.38989898989899,1.0383838383838384,0,0,1,0
51.0,393.0,119100.0,24890.0,4.1653944020356235,1.178117048346056,0,0,1,0
52.0,300.0,80600.0,17546.0,4.733333333333333,1.0466666666666666,0,0,1,0
52.0,137.0,80600.0,40904.0,4.313868613138686,1.2627737226277371,0,0,1,0
52.0,149.0,88800.0,26765.0,5.0,1.0268456375838926,0,0,1,0
49.0,483.0,102400.0,24338.000000000004,4.703933747412008,1.031055900621118,0,0,1,0
46.0,354.0,98700.0,23309.000000000004,3.4858757062146895,1.0593220338983051,0,0,1,0
43.0,277.0,100000.0,22604.000000000004,3.6714801444043323,1.184115523465704,0,0,1,0
42.0,263.0,92300.0,18039.0,3.543726235741445,0.9657794676806084,0,0,1,0
39.0,537.0,94800.0,22562.000000000004,5.007448789571694,1.111731843575419,0,0,1,0
41.0,341.0,102000.0,20562.0,4.536656891495602,1.217008797653959,0,0,1,0
52.0,423.0,158400.0,35398.0,5.4373522458628845,1.0472813238770686,0,0,1,0
39.0,376.0,121600.0,31166.999999999996,4.659574468085107,1.0611702127659575,0,0,1,0
50.0,378.0,129100.0,25400.999999999996,4.939153439153439,1.066137566137566,0,0,1,0
43.0,484.0,121400.0,28980.0,5.020661157024794,1.037190082644628,0,0,1,0
44.0,393.0,102800.0,23125.0,4.399491094147582,1.0534351145038168,0,0,1,0
52.0,168.0,160000.0,28750.0,6.107142857142857,1.0714285714285714,0,0,1,0
52.0,425.0,143900.0,33715.0,5.105882352941176,1.0070588235294118,0,0,1,0
52.0,417.0,151200.0,35114.0,5.585131894484412,1.0671462829736211,0,0,1,0
52.0,375.0,164400.0,43125.0,6.645333333333333,1.1066666666666667,0,0,1,0
52.0,369.0,156500.0,32200.000000000004,5.956639566395664,1.075880758807588,0,0,1,0
33.0,47.0,225000.0,38750.0,3.021276595744681,0.6595744680851063,0,0,1,0
49.0,209.0,174200.0,52328.0,5.660287081339713,0.9808612440191388,0,0,1,0
52.0,190.0,166900.0,37262.0,5.631578947368421,1.0157894736842106,0,0,1,0
45.0,327.0,163500.0,45893.0,5.400611620795107,1.0152905198776758,0,0,1,0
39.0,106.0,253000.0,52577.99999999999,5.820754716981132,0.8962264150943396,0,0,1,0
41.0,214.0,240700.0,70875.0,6.593457943925234,1.088785046728972,0,0,1,0
46.0,329.0,208100.0,39712.0,6.410334346504559,1.1762917933130699,0,0,1,0
47.0,256.0,198100.0,29514.0,4.80078125,0.94921875,0,0,1,0
50.0,201.0,172800.0,26667.0,4.746268656716418,1.0796019900497513,0,0,1,0
37.0,266.0,336700.0,54446.0,6.176691729323308,0.9849624060150376,0,0,1,0
34.0,195.0,318200.0,62838.0,6.948717948717949,1.0,0,0,1,0
23.0,328.0,285800.0,67527.0,7.064024390243903,1.024390243902439,0,0,1,0
24.0,324.0,293000.0,70712.0,7.589506172839506,0.9783950617283951,0,0,1,0
22.0,1967.0,371000.0,59849.0,6.528723945094052,1.0411794611082867,0,0,1,0
42.0,267.0,157300.0,36875.0,5.707865168539326,0.9737827715355806,0,0,1,0
30.0,703.0,135300.0,28750.0,4.731152204836415,1.0611664295874823,0,0,1,0
43.0,407.0,136700.0,34205.0,4.877149877149877,1.0810810810810811,0,0,1,0
50.0,284.0,160700.0,32984.0,5.78169014084507,1.1338028169014085,0,0,1,0
49.0,181.0,140600.0,38750.0,4.933701657458563,0.9779005524861878,0,0,1,0
52.0,121.0,144000.0,41750.0,5.396694214876033,1.0578512396694215,0,0,1,0
47.0,218.0,161900.0,43750.0,5.761467889908257,2.467296112557623,0,0,1,0
48.0,180.0,156300.0,47708.00000000001,5.427777777777778,1.0777777777777777,0,0,1,0
45.0,384.0,176000.0,35739.0,6.052083333333333,1.0338541666666667,0,0,1,0
39.0,316.0,145800.0,30958.0,5.0094936708860756,1.1044303797468353,0,0,1,0
39.0,322.0,141900.0,33958.0,5.0062111801242235,1.062111801242236,0,0,1,0
31.0,452.0,90700.0,18710.0,5.3628318584070795,1.1792035398230087,0,0,1,0
41.0,355.0,90600.0,19356.0,4.490140845070423,1.0338028169014084,0,0,1,0
47.0,382.0,107900.0,21842.0,5.544502617801047,1.081151832460733,0,0,1,0
37.0,320.0,107000.0,22917.0,4.921875,1.11875,0,0,1,0
38.0,354.0,98200.0,24333.0,4.983050847457627,1.1214689265536724,0,0,1,0
50.0,246.0,89500.0,19479.0,4.82520325203252,1.0609756097560976,0,0,1,0
52.0,165.0,93800.0,39063.0,4.569696969696969,1.0606060606060606,0,0,1,0
49.0,451.0,96700.0,18407.0,5.117516629711751,1.0022172949002217,0,0,1,0
27.0,157.0,97500.0,20785.999999999996,5.789808917197452,1.5031847133757963,0,0,1,0
42.0,268.0,97300.0,28125.0,4.402985074626866,0.9589552238805971,0,0,1,0
43.0,367.0,91200.0,18913.0,5.498637602179836,1.111716621253406,0,0,1,0
49.0,269.0,91400.0,17056.0,5.08550185873606,1.0483271375464684,0,0,1,0
52.0,554.0,96200.0,22768.0,4.953068592057762,0.9873646209386282,0,0,1,0
51.0,438.0,120100.0,32552.0,4.810502283105023,1.0753424657534247,0,0,1,0
52.0,366.0,100000.0,20556.0,4.775956284153006,0.9890710382513661,0,0,1,0
52.0,350.0,94700.0,24659.0,5.782857142857143,1.1171428571428572,0,0,1,0
47.0,279.0,85700.0,17500.0,4.0,0.9283154121863799,0,0,1,0
41.0,454.0,89300.0,20469.0,4.484581497797357,1.1233480176211454,0,0,1,0
45.0,349.0,101400.0,27159.0,5.306590257879656,1.1260744985673352,0,0,1,0
41.0,159.0,72500.0,12083.0,5.7924528301886795,1.3018867924528301,0,0,1,0
45.0,237.0,74100.0,19250.0,4.198312236286919,1.0042194092827004,0,0,1,0
36.0,133.0,70000.0,15809.0,4.556390977443609,0.9924812030075187,0,0,1,0
37.0,667.0,84600.0,14097.0,4.017991004497751,1.103448275862069,0,0,1,0
38.0,351.0,81800.0,7683.0,4.253561253561253,1.0541310541310542,0,0,1,0
19.0,520.0,81400.0,13193.999999999998,4.244230769230769,1.0865384615384615,0,0,1,0
